0 1 7
0 2 7
0 3 4
0 4 15
0 5 6
0 6 7
0 7 4
0 8 17
0 9 2
0 10 19
0 11 16
0 12 16
0 13 5
0 14 8
0 15 16
0 16 1
0 17 14
0 18 2
0 19 1
0 20 1
0 21 11
0 22 12
0 23 4
0 24 3
0 25 18
0 26 3
0 27 1
0 28 8
0 29 6
0 30 14
0 31 5
0 32 9
0 33 17
0 34 8
0 35 6
0 36 7
0 37 7
0 38 4
0 39 11
0 40 14
0 41 10
0 42 15
0 43 8
0 44 3
0 45 6
0 46 1
0 47 17
0 48 4
0 49 9
0 50 3
0 51 15
0 52 5
0 53 2
0 54 18
0 55 7
0 56 17
0 57 13
0 58 4
0 59 12
0 60 12
0 61 10
0 62 1
0 63 16
0 64 18
0 65 11
0 66 2
0 67 19
0 68 6
0 69 9
0 70 8
0 71 6
0 72 13
0 73 14
0 74 18
0 75 14
0 76 16
0 77 6
0 78 19
0 79 1
0 80 2
0 81 13
0 82 17
0 83 15
0 84 5
0 85 16
0 86 18
0 87 12
0 88 18
0 89 9
0 90 16
0 91 3
0 92 14
0 93 5
0 94 16
0 95 4
0 96 14
0 97 14
0 98 15
0 99 8
1 2 15
1 3 3
1 4 17
1 5 7
1 6 4
1 7 16
1 8 8
1 9 14
1 10 18
1 11 17
1 12 1
1 13 7
1 14 12
1 15 9
1 16 7
1 17 1
1 18 12
1 19 11
1 20 16
1 21 13
1 22 8
1 23 9
1 24 11
1 25 12
1 26 14
1 27 16
1 28 2
1 29 19
1 30 16
1 31 2
1 32 17
1 33 18
1 34 6
1 35 2
1 36 17
1 37 17
1 38 13
1 39 9
1 40 3
1 41 13
1 42 12
1 43 4
1 44 5
1 45 8
1 46 12
1 47 14
1 48 16
1 49 9
1 50 1
1 51 2
1 52 12
1 53 14
1 54 1
1 55 11
1 56 19
1 57 5
1 58 4
1 59 10
1 60 12
1 61 6
1 62 2
1 63 10
1 64 7
1 65 9
1 66 4
1 67 14
1 68 19
1 69 19
1 70 13
1 71 3
1 72 13
1 73 6
1 74 4
1 75 9
1 76 16
1 77 14
1 78 14
1 79 16
1 80 16
1 81 12
1 82 17
1 83 8
1 84 17
1 85 18
1 86 19
1 87 13
1 88 7
1 89 2
1 90 12
1 91 10
1 92 19
1 93 4
1 94 17
1 95 8
1 96 19
1 97 9
1 98 6
1 99 14
2 3 17
2 4 4
2 5 8
2 6 2
2 7 1
2 8 14
2 9 15
2 10 10
2 11 9
2 12 16
2 13 2
2 14 17
2 15 8
2 16 10
2 17 5
2 18 10
2 19 2
2 20 19
2 21 18
2 22 17
2 23 10
2 24 1
2 25 9
2 26 9
2 27 3
2 28 9
2 29 5
2 30 17
2 31 8
2 32 2
2 33 16
2 34 11
2 35 12
2 36 6
2 37 12
2 38 1
2 39 18
2 40 9
2 41 15
2 42 15
2 43 10
2 44 13
2 45 16
2 46 15
2 47 18
2 48 17
2 49 14
2 50 6
2 51 9
2 52 6
2 53 2
2 54 8
2 55 12
2 56 5
2 57 19
2 58 9
2 59 16
2 60 12
2 61 6
2 62 9
2 63 12
2 64 9
2 65 16
2 66 18
2 67 1
2 68 14
2 69 1
2 70 5
2 71 1
2 72 10
2 73 18
2 74 18
2 75 13
2 76 12
2 77 9
2 78 4
2 79 4
2 80 6
2 81 14
2 82 14
2 83 1
2 84 13
2 85 17
2 86 1
2 87 19
2 88 4
2 89 4
2 90 18
2 91 3
2 92 10
2 93 4
2 94 17
2 95 2
2 96 14
2 97 8
2 98 4
2 99 11
3 4 12
3 5 16
3 6 19
3 7 17
3 8 8
3 9 11
3 10 4
3 11 9
3 12 8
3 13 2
3 14 16
3 15 5
3 16 13
3 17 8
3 18 12
3 19 17
3 20 10
3 21 13
3 22 6
3 23 9
3 24 14
3 25 18
3 26 5
3 27 1
3 28 2
3 29 11
3 30 10
3 31 10
3 32 5
3 33 13
3 34 9
3 35 17
3 36 13
3 37 16
3 38 17
3 39 10
3 40 5
3 41 15
3 42 2
3 43 10
3 44 7
3 45 16
3 46 15
3 47 17
3 48 12
3 49 5
3 50 18
3 51 14
3 52 6
3 53 8
3 54 6
3 55 15
3 56 7
3 57 9
3 58 11
3 59 10
3 60 1
3 61 12
3 62 9
3 63 10
3 64 18
3 65 1
3 66 8
3 67 15
3 68 18
3 69 10
3 70 8
3 71 10
3 72 11
3 73 17
3 74 17
3 75 18
3 76 17
3 77 2
3 78 9
3 79 7
3 80 18
3 81 11
3 82 1
3 83 2
3 84 7
3 85 5
3 86 9
3 87 2
3 88 2
3 89 10
3 90 13
3 91 10
3 92 14
3 93 6
3 94 5
3 95 1
3 96 10
3 97 16
3 98 17
3 99 3
4 5 13
4 6 12
4 7 4
4 8 15
4 9 8
4 10 11
4 11 8
4 12 8
4 13 12
4 14 7
4 15 3
4 16 1
4 17 4
4 18 6
4 19 8
4 20 17
4 21 19
4 22 14
4 23 5
4 24 9
4 25 5
4 26 18
4 27 16
4 28 14
4 29 10
4 30 8
4 31 3
4 32 10
4 33 17
4 34 16
4 35 16
4 36 11
4 37 17
4 38 18
4 39 2
4 40 13
4 41 8
4 42 2
4 43 13
4 44 6
4 45 7
4 46 6
4 47 6
4 48 17
4 49 2
4 50 5
4 51 14
4 52 2
4 53 18
4 54 2
4 55 18
4 56 18
4 57 7
4 58 14
4 59 19
4 60 19
4 61 5
4 62 18
4 63 15
4 64 11
4 65 13
4 66 17
4 67 19
4 68 13
4 69 3
4 70 11
4 71 7
4 72 13
4 73 19
4 74 13
4 75 7
4 76 10
4 77 16
4 78 12
4 79 13
4 80 13
4 81 2
4 82 5
4 83 15
4 84 4
4 85 6
4 86 12
4 87 1
4 88 18
4 89 17
4 90 15
4 91 2
4 92 13
4 93 13
4 94 18
4 95 12
4 96 19
4 97 13
4 98 18
4 99 18
5 6 7
5 7 3
5 8 9
5 9 16
5 10 18
5 11 15
5 12 5
5 13 1
5 14 8
5 15 3
5 16 2
5 17 4
5 18 15
5 19 3
5 20 1
5 21 18
5 22 7
5 23 8
5 24 1
5 25 1
5 26 15
5 27 10
5 28 19
5 29 8
5 30 5
5 31 14
5 32 19
5 33 7
5 34 6
5 35 17
5 36 13
5 37 18
5 38 4
5 39 18
5 40 6
5 41 14
5 42 18
5 43 17
5 44 19
5 45 2
5 46 6
5 47 15
5 48 10
5 49 10
5 50 3
5 51 5
5 52 13
5 53 19
5 54 9
5 55 16
5 56 15
5 57 3
5 58 5
5 59 17
5 60 8
5 61 14
5 62 1
5 63 9
5 64 6
5 65 3
5 66 16
5 67 6
5 68 11
5 69 12
5 70 9
5 71 5
5 72 15
5 73 3
5 74 1
5 75 7
5 76 8
5 77 15
5 78 19
5 79 14
5 80 11
5 81 9
5 82 2
5 83 8
5 84 7
5 85 14
5 86 13
5 87 5
5 88 17
5 89 7
5 90 15
5 91 12
5 92 18
5 93 10
5 94 17
5 95 10
5 96 11
5 97 10
5 98 4
5 99 5
6 7 1
6 8 2
6 9 9
6 10 11
6 11 6
6 12 10
6 13 1
6 14 8
6 15 7
6 16 17
6 17 8
6 18 7
6 19 14
6 20 2
6 21 2
6 22 4
6 23 12
6 24 16
6 25 10
6 26 4
6 27 8
6 28 19
6 29 11
6 30 1
6 31 6
6 32 1
6 33 19
6 34 18
6 35 5
6 36 9
6 37 13
6 38 2
6 39 13
6 40 6
6 41 3
6 42 7
6 43 14
6 44 18
6 45 2
6 46 17
6 47 10
6 48 15
6 49 2
6 50 2
6 51 14
6 52 19
6 53 7
6 54 19
6 55 1
6 56 8
6 57 17
6 58 13
6 59 4
6 60 16
6 61 14
6 62 19
6 63 9
6 64 12
6 65 12
6 66 2
6 67 4
6 68 6
6 69 17
6 70 2
6 71 15
6 72 16
6 73 1
6 74 10
6 75 3
6 76 15
6 77 5
6 78 18
6 79 2
6 80 15
6 81 10
6 82 17
6 83 9
6 84 9
6 85 8
6 86 3
6 87 6
6 88 18
6 89 1
6 90 2
6 91 2
6 92 19
6 93 5
6 94 9
6 95 4
6 96 9
6 97 13
6 98 17
6 99 14
7 8 6
7 9 2
7 10 14
7 11 16
7 12 4
7 13 1
7 14 5
7 15 17
7 16 13
7 17 6
7 18 19
7 19 1
7 20 12
7 21 2
7 22 17
7 23 3
7 24 8
7 25 12
7 26 11
7 27 3
7 28 6
7 29 7
7 30 12
7 31 13
7 32 5
7 33 3
7 34 14
7 35 3
7 36 4
7 37 13
7 38 18
7 39 17
7 40 17
7 41 3
7 42 13
7 43 19
7 44 9
7 45 17
7 46 12
7 47 1
7 48 6
7 49 4
7 50 3
7 51 9
7 52 2
7 53 4
7 54 6
7 55 10
7 56 14
7 57 8
7 58 5
7 59 2
7 60 16
7 61 9
7 62 3
7 63 19
7 64 8
7 65 15
7 66 8
7 67 16
7 68 2
7 69 12
7 70 11
7 71 16
7 72 17
7 73 10
7 74 10
7 75 1
7 76 1
7 77 17
7 78 8
7 79 9
7 80 5
7 81 6
7 82 17
7 83 3
7 84 18
7 85 12
7 86 16
7 87 3
7 88 16
7 89 2
7 90 4
7 91 1
7 92 18
7 93 14
7 94 6
7 95 6
7 96 11
7 97 6
7 98 15
7 99 6
8 9 4
8 10 8
8 11 13
8 12 2
8 13 1
8 14 17
8 15 13
8 16 15
8 17 7
8 18 2
8 19 13
8 20 7
8 21 9
8 22 3
8 23 8
8 24 18
