0 1 18
0 2 4
0 3 18
0 4 3
0 5 6
0 6 9
0 7 13
0 8 9
0 9 3
0 10 7
0 11 12
0 12 1
0 13 13
0 14 11
0 15 4
0 16 6
0 17 6
0 18 19
0 19 6
0 20 9
0 21 3
0 22 7
0 23 19
0 24 12
0 25 15
0 26 2
0 27 15
0 28 2
0 29 13
0 30 4
0 31 4
0 32 1
0 33 13
0 34 6
0 35 10
0 36 5
0 37 19
0 38 6
0 39 1
0 40 2
0 41 9
0 42 10
0 43 7
0 44 8
0 45 17
0 46 3
0 47 2
0 48 15
0 49 5
1 2 3
1 3 7
1 4 14
1 5 12
1 6 2
1 7 19
1 8 4
1 9 9
1 10 2
1 11 13
1 12 18
1 13 10
1 14 15
1 15 17
1 16 6
1 17 9
1 18 2
1 19 2
1 20 5
1 21 6
1 22 4
1 23 7
1 24 4
1 25 11
1 26 8
1 27 1
1 28 4
1 29 15
1 30 6
1 31 10
1 32 2
1 33 18
1 34 14
1 35 19
1 36 6
1 37 18
1 38 11
1 39 17
1 40 5
1 41 16
1 42 7
1 43 14
1 44 8
1 45 8
1 46 17
1 47 12
1 48 8
1 49 18
2 3 9
2 4 12
2 5 5
2 6 2
2 7 15
2 8 12
2 9 14
2 10 5
2 11 16
2 12 8
2 13 16
2 14 14
2 15 8
2 16 5
2 17 5
2 18 3
2 19 9
2 20 10
2 21 3
2 22 8
2 23 6
2 24 9
2 25 6
2 26 12
2 27 2
2 28 4
2 29 12
2 30 1
2 31 2
2 32 11
2 33 5
2 34 15
2 35 15
2 36 6
2 37 8
2 38 17
2 39 7
2 40 8
2 41 12
2 42 12
2 43 12
2 44 10
2 45 10
2 46 10
2 47 17
2 48 11
2 49 18
3 4 18
3 5 16
3 6 5
3 7 13
3 8 16
3 9 14
3 10 9
3 11 19
3 12 9
3 13 6
3 14 15
3 15 19
3 16 17
3 17 19
3 18 3
3 19 9
3 20 18
3 21 16
3 22 11
3 23 16
3 24 14
3 25 17
3 26 7
3 27 9
3 28 6
3 29 3
3 30 8
3 31 4
3 32 4
3 33 7
3 34 9
3 35 1
3 36 8
3 37 10
3 38 19
3 39 10
3 40 1
3 41 6
3 42 8
3 43 7
3 44 10
3 45 4
3 46 6
3 47 15
3 48 2
3 49 6
4 5 19
4 6 10
4 7 15
4 8 3
4 9 9
4 10 1
4 11 18
4 12 6
4 13 13
4 14 5
4 15 18
4 16 3
4 17 9
4 18 19
4 19 3
4 20 19
4 21 5
4 22 13
4 23 17
4 24 14
4 25 1
4 26 9
4 27 17
4 28 3
4 29 8
4 30 7
4 31 1
4 32 7
4 33 4
4 34 4
4 35 6
4 36 19
4 37 1
4 38 19
4 39 18
4 40 7
4 41 4
4 42 8
4 43 3
4 44 8
4 45 12
4 46 11
4 47 11
4 48 11
4 49 14
5 6 8
5 7 10
5 8 12
5 9 14
5 10 5
5 11 11
5 12 15
5 13 10
5 14 2
5 15 13
5 16 5
5 17 19
5 18 6
5 19 16
5 20 7
5 21 19
5 22 16
5 23 9
5 24 7
5 25 5
5 26 7
5 27 13
5 28 19
5 29 12
5 30 2
5 31 8
5 32 14
5 33 19
5 34 15
5 35 16
5 36 6
5 37 13
5 38 1
5 39 6
5 40 14
5 41 8
5 42 15
5 43 1
5 44 10
5 45 19
5 46 16
5 47 19
5 48 11
5 49 5
6 7 9
6 8 4
6 9 16
6 10 5
6 11 3
6 12 18
6 13 17
6 14 10
